Date,City,Crime Type ID,Longitude,Resolved
2022-04-01,Austria,1,,1
2023-01-12,Sweden,12,,1
2022-03-09,Norway,2,,1
2022-07-31,Denmark,7,,1
2022-04-22,Finland,8,,1
2022-08-07,Austria,12,,1
2022-06-11,Netherlands,1,,1
2022-02-22,Austria,12,,1
2022-04-25,Austria,7,,0
2022-12-20,Austria,12,,1
2022-12-09,Germany,9,,1
2022-03-16,Italy,1,,1
2022-11-16,Spain,12,,1
2023-02-12,Sweden,2,,1
2022-11-25,Norway,1,,0
2023-08-06,Denmark,1,,1
2022-01-08,Finland,12,,0
2023-04-15,Austria,12,,1
2022-04-12,Sweden,7,,0
2023-03-09,Norway,1,,0
2022-02-25,Denmark,5,,1
2022-11-18,Finland,11,,0
2022-04-28,Austria,9,,1
2023-03-15,Netherlands,12,,1
2022-04-17,Austria,5,,1
2022-06-02,Austria,12,,1
2022-01-16,Austria,12,,1
2023-09-14,Germany,1,,1
2023-04-16,Italy,9,,0
2023-09-16,Spain,3,,1
2021-10-16,Sweden,9,,0
2023-07-17,Norway,7,,0
2022-10-03,Denmark,4,,1
2023-04-14,Finland,1,,1
2023-09-14,Austria,7,,0
2023-04-26,Sweden,7,,0
2021-12-24,Norway,5,,0
2023-09-07,Denmark,12,,0
2023-10-23,Finland,9,,0
2023-06-15,Austria,1,,0
2022-08-26,Netherlands,12,,1
2022-02-21,Austria,12,,0
2022-04-07,Austria,11,,1
2022-06-22,Austria,12,,1
2023-06-03,Germany,12,,1
2023-06-21,Italy,12,,1
2022-10-29,Spain,9,,1
2023-05-09,Sweden,12,,0
2023-01-10,Norway,12,,0
2023-11-02,Denmark,12,,0
2022-01-29,Finland,3,,0
2022-12-04,Austria,1,,1
2023-04-06,Sweden,12,,0
2022-07-03,Norway,4,,0
2022-10-27,Denmark,1,,0
2021-10-28,Finland,9,,1
2023-10-19,Austria,9,,1
2022-10-23,Netherlands,7,,0
2023-04-02,Austria,12,,1
2023-05-15,Austria,1,,0
2023-09-01,Austria,12,,1
2023-07-28,Germany,9,,0
2022-06-12,Italy,1,,1
2023-10-29,Spain,1,,0
2023-06-08,Sweden,7,,0
2022-03-27,Norway,4,,0
2023-03-23,Denmark,12,,1
2022-05-06,Finland,12,,1
2022-04-19,Austria,7,,0
2021-10-02,Sweden,4,,1
2023-08-21,Norway,7,,1
2022-03-15,Denmark,11,,0
2022-09-06,Finland,4,,1
2021-09-26,Austria,12,,1
2023-08-08,Netherlands,12,,0
2023-10-26,Austria,2,,1
2023-08-29,Austria,10,,1
2023-04-11,Austria,12,,0
2023-07-19,Germany,12,,0
2023-06-10,Italy,12,,1
2021-09-16,Spain,9,,1
2023-06-13,Sweden,1,,1
2022-01-19,Norway,12,,1
2023-04-21,Denmark,11,,1
2022-04-12,Finland,1,,1
2023-07-10,Austria,12,,0
2022-10-11,Sweden,12,,1
2023-07-14,Norway,4,,1
2023-04-17,Denmark,1,,1
2022-01-07,Finland,12,,1
2023-05-23,Austria,1,,1
2022-02-14,Netherlands,9,,0
2023-05-13,Austria,10,,1
2021-09-20,Austria,1,,0
2023-09-26,Austria,1,,1
2022-06-26,Germany,1,,0
2023-03-15,Italy,12,,0
2022-07-27,Spain,12,,0
2022-01-21,Sweden,12,,1
2022-12-07,Norway,12,,1
2022-02-06,Denmark,12,,1
2022-11-15,Finland,12,,1
2021-12-25,Austria,7,,1
2021-09-24,Sweden,1,,1
2021-09-07,Norway,11,,0
2023-10-15,Denmark,5,,1
2021-09-26,Finland,7,,1
2022-02-27,Austria,11,,1
2023-02-28,Netherlands,12,,1
2022-08-22,Austria,12,,1
2021-11-07,Austria,12,,1
2023-05-17,Austria,7,,0
2021-11-10,Germany,1,,1
2023-05-01,Italy,11,,1
2023-02-21,Spain,4,,1
2021-12-25,Sweden,12,,1
2021-10-18,Norway,1,,0
2023-08-31,Denmark,12,,1
2022-10-01,Finland,12,,1
2021-12-21,Austria,12,,1
2022-07-29,Sweden,11,,0
2021-11-11,Norway,4,,0
2023-03-15,Denmark,12,,1
2022-06-09,Finland,5,,1
2022-08-25,Austria,12,,0
2023-05-31,Netherlands,4,,0
2022-07-31,Austria,1,,1
2022-06-19,Austria,7,,0
2022-08-05,Austria,9,,0
2022-12-13,Germany,12,,1
2023-02-24,Italy,1,,0
2022-10-27,Spain,4,,1
2023-04-09,Sweden,1,,1
2022-12-14,Norway,11,,1
2022-08-05,Denmark,1,,0
2022-10-02,Finland,1,,1
2023-01-31,Austria,7,,1
2021-11-27,Sweden,1,,0
2022-05-29,Norway,12,,0
2022-07-01,Denmark,12,,1
2023-03-20,Finland,12,,1
2022-09-12,Austria,1,,1
2022-03-01,Netherlands,12,,1
2022-06-21,Austria,12,,0
2023-04-30,Austria,12,,1
2023-07-15,Austria,12,,0
2023-01-27,Germany,12,,1
2023-03-06,Italy,1,,1
2022-10-22,Spain,12,,0
2023-10-20,Sweden,12,,1
2022-01-02,Norway,7,,1
2022-04-18,Denmark,12,,1
2022-08-19,Finland,12,,1
2023-02-05,Austria,2,,1
2023-09-14,Sweden,8,,1
2022-06-26,Norway,1,,0
2022-03-07,Denmark,9,,0
2023-09-29,Finland,11,,1
2022-10-04,Austria,7,,0
2023-03-15,Netherlands,12,,1
2023-08-15,Austria,12,,0
2022-05-20,Austria,12,,0
2021-12-31,Austria,4,,1
2023-06-10,Germany,9,,1
2022-03-25,Italy,12,,1
2021-10-14,Spain,7,,1
2023-08-23,Sweden,11,,1
2023-05-29,Norway,10,,1
2022-01-09,Denmark,12,,1
2023-03-29,Finland,12,,1
2022-04-19,Austria,12,,1
2023-02-15,Sweden,4,,0
2023-05-15,Norway,12,,1
2022-04-23,Denmark,9,,1
2022-06-29,Finland,7,,0
2022-06-10,Austria,12,,1
2022-03-05,Netherlands,1,,1
2023-02-26,Austria,12,,1
2021-10-13,Austria,12,,1
2021-09-27,Austria,7,,0
2022-08-10,Germany,11,,1
2022-05-16,Italy,12,,1
2021-11-10,Spain,12,,1
2023-09-03,Sweden,12,,1
2021-12-26,Norway,12,,1
2021-10-10,Denmark,12,,1
2021-09-13,Finland,9,,1
2022-12-13,Austria,12,,1
2022-06-05,Sweden,12,,1
2022-11-25,Norway,9,,1
2022-02-25,Denmark,7,,1
2023-02-16,Finland,8,,1
2021-09-26,Austria,7,,1
2023-02-28,Netherlands,12,,1
2021-12-06,Austria,7,,0
2023-08-08,Austria,1,,0
2022-03-10,Austria,11,,0
2023-05-23,Germany,12,,1
2022-02-23,Italy,12,,1
2021-10-16,Spain,12,,1
2022-11-26,Sweden,3,,0
2022-08-25,Norway,12,,0
2021-12-14,Denmark,11,,0
2021-10-03,Finland,4,,0
2021-12-29,Austria,3,,1
2023-10-18,Sweden,12,,0
2022-01-24,Norway,12,,0
2021-09-22,Denmark,11,,0
2022-04-25,Finland,1,,0
2021-10-27,Austria,12,,1
2021-11-08,Netherlands,6,,0
2022-01-31,Austria,7,,1
2021-12-17,Austria,12,,0
2023-08-09,Austria,1,,1
2023-07-11,Germany,1,,0
2021-09-11,Italy,12,,1
2023-02-11,Spain,12,,1
2022-12-22,Sweden,12,,1
2022-07-22,Norway,1,,1
2021-09-18,Denmark,12,,1
2021-09-15,Finland,12,,1
2023-07-31,Austria,12,,0
2023-03-28,Sweden,12,,1
2022-05-28,Norway,10,,0
2021-09-28,Denmark,12,,1
2022-12-23,Finland,4,,1
2023-06-27,Austria,12,,0
2023-10-14,Netherlands,12,,1
2022-06-15,Austria,9,,1
2022-08-09,Austria,12,,0
2021-11-24,Austria,8,,0
2023-04-24,Germany,1,,1
2021-11-03,Italy,12,,0
2023-06-09,Spain,10,,0
2021-12-02,Sweden,12,,1
2021-10-21,Norway,7,,1
2023-07-16,Denmark,12,,0
2022-05-24,Finland,1,,1
2023-04-07,Austria,1,,1
2023-08-23,Sweden,9,,1
2021-11-04,Norway,1,,0
2022-11-13,Denmark,11,,1
2022-12-28,Finland,12,,1
2021-12-11,Austria,9,,1
2023-08-27,Netherlands,12,,0
2023-07-07,Austria,1,,0
2022-12-31,Austria,12,,1
2022-04-14,Austria,1,,0
2023-05-22,Germany,4,,1
2022-04-12,Italy,3,,1
2022-08-22,Spain,1,,1
2022-02-09,Sweden,5,,1
2023-05-13,Norway,12,,1
2023-04-08,Denmark,12,,1
2022-01-10,Finland,12,,1
2021-12-14,Austria,4,,1
2023-07-01,Sweden,1,,0
2022-04-26,Norway,10,,1
2021-10-15,Denmark,4,,1
2023-07-02,Finland,5,,1
2021-10-10,Austria,12,,1
2022-06-09,Netherlands,12,,0
2023-01-20,Austria,11,,1
2022-06-11,Austria,4,,1
2022-08-15,Austria,1,,1
2023-04-19,Germany,11,,1
2022-06-10,Italy,12,,1
2023-08-21,Spain,1,,1
2022-07-13,Sweden,12,,1
2022-02-18,Norway,11,,1
2021-09-02,Denmark,12,,0
2021-11-05,Finland,1,,1
2021-10-16,Austria,12,,0
2023-09-12,Sweden,12,,0
2022-12-24,Norway,9,,1
2023-04-29,Denmark,12,,1
2023-10-25,Finland,12,,1
2022-02-28,Austria,1,,1
2022-12-05,Netherlands,11,,0
2022-11-26,Austria,3,,1
2022-09-26,Austria,7,,1
2023-04-05,Austria,12,,0
2023-01-04,Germany,1,,0
2022-07-07,Italy,12,,0
2023-07-06,Spain,12,,1
2023-07-20,Sweden,12,,0
2021-09-11,Norway,11,,1
2021-11-19,Denmark,12,,1
2023-07-07,Finland,3,,1
2023-10-12,Austria,12,,0
2022-05-15,Sweden,12,,1
2023-09-24,Norway,12,,0
2023-04-20,Denmark,12,,1
2022-01-23,Finland,12,,1
2023-09-23,Austria,1,,0
2022-03-22,Netherlands,1,,0
2022-01-08,Austria,1,,0
2022-04-08,Austria,1,,1
2022-08-13,Austria,12,,1
2023-01-18,Germany,3,,1
2021-12-25,Italy,1,,0
2022-05-22,Spain,11,,1
2023-08-15,Sweden,11,,1
2023-03-01,Norway,12,,1
2023-09-07,Denmark,1,,1
2022-11-02,Finland,12,,1
2023-10-01,Austria,4,,0
2023-09-22,Sweden,7,,0
2023-05-27,Norway,1,,0
2022-01-17,Denmark,3,,1
2022-02-16,Finland,12,,0
2022-12-23,Austria,7,,1
2023-01-06,Netherlands,1,,1
2021-09-17,Austria,9,,1
2021-10-14,Austria,1,,1
2023-06-21,Austria,1,,0
2023-01-02,Germany,1,,1
2023-10-07,Italy,12,,1
2022-07-15,Spain,3,,0
2023-01-17,Sweden,7,,1
2022-04-22,Norway,12,,1
2021-10-10,Denmark,12,,1
2022-03-17,Finland,4,,0
2022-05-29,Austria,9,,0
2022-09-30,Sweden,8,,1
2022-10-08,Norway,12,,0
2022-05-14,Denmark,4,,1
2023-10-14,Finland,11,,1
2023-08-27,Austria,7,,1
2023-05-07,Netherlands,11,,0
2022-05-21,Austria,1,,1
2023-04-22,Austria,1,,0
2023-08-11,Austria,7,,1
2022-11-30,Germany,4,,0
2021-12-25,Italy,11,,1
2022-03-04,Spain,12,,1
2023-01-21,Sweden,12,,0
2022-06-14,Norway,4,,1
2022-06-09,Denmark,7,,1
2021-09-03,Finland,12,,0
2022-01-24,Austria,12,,1
2023-06-01,Sweden,7,,1
2021-12-28,Norway,12,,0
2022-02-18,Denmark,4,,0
2023-02-12,Finland,12,,1
2022-03-10,Austria,12,,0
2023-07-04,Netherlands,7,,1
2022-11-30,Austria,4,,0
2021-11-19,Austria,10,,1
2022-07-07,Austria,7,,1
2022-01-28,Germany,2,,1
2022-03-21,Italy,3,,0
2023-07-13,Spain,12,,1
2023-03-11,Sweden,1,,1
2023-01-10,Norway,4,,1
2021-11-05,Denmark,4,,0
2022-02-23,Finland,1,,1
2022-03-26,Austria,4,,1
2022-09-04,Sweden,11,,1
2021-11-22,Norway,12,,1
2022-12-11,Denmark,7,,0
2023-08-13,Finland,1,,1
2021-12-25,Austria,1,,1
2022-08-04,Netherlands,12,,1
2023-08-22,Austria,7,,1
2023-09-13,Austria,1,,1
2022-02-27,Austria,1,,1
2022-10-12,Germany,8,,1
2023-01-18,Italy,1,,0
2023-01-24,Spain,12,,0
2022-08-10,Sweden,12,,1
2022-09-29,Norway,3,,1
2023-01-12,Denmark,1,,0
2023-10-07,Finland,12,,1
2022-12-23,Austria,1,,1
2023-07-25,Sweden,6,,1
2022-11-13,Norway,1,,0
2021-09-14,Denmark,12,,1
2022-01-31,Finland,4,,1
2021-10-13,Austria,11,,1
2023-07-09,Netherlands,9,,0
2023-08-22,Austria,11,,1
2022-03-06,Austria,10,,0
2021-10-04,Austria,12,,1
2023-09-25,Germany,10,,1
2023-05-13,Italy,1,,0
2023-07-08,Spain,12,,1
2022-07-29,Sweden,4,,1
2022-05-01,Norway,12,,1
2022-08-14,Denmark,12,,0
2023-10-01,Finland,7,,1
2022-11-10,Austria,12,,0
2022-12-28,Sweden,1,,0
2023-03-04,Norway,12,,1
2023-03-23,Denmark,4,,1
2023-02-21,Finland,9,,1
2021-09-07,Austria,1,,0
2023-02-07,Netherlands,1,,1
2022-07-30,Austria,3,,1
2023-09-27,Austria,3,,1
2021-10-10,Austria,7,,1
2022-06-09,Germany,11,,1
2022-08-05,Italy,1,,1
2023-02-17,Spain,7,,1
2023-08-06,Sweden,10,,1
2022-12-31,Norway,12,,1
2022-01-25,Denmark,11,,1
2023-02-18,Finland,12,,1
2023-08-16,Austria,12,,0
2022-05-11,Sweden,4,,1
2022-04-01,Norway,1,,1
2023-09-08,Denmark,7,,1
2021-10-17,Finland,12,,0
2022-09-14,Austria,4,,1
2021-10-23,Netherlands,12,,0
2022-01-24,Austria,7,,1
2023-03-11,Austria,1,,1
2023-04-14,Austria,12,,1
2022-11-11,Germany,12,,0
2023-08-26,Italy,12,,0
2023-06-06,Spain,12,,1
2023-07-30,Sweden,9,,1
2023-02-20,Norway,9,,1
2022-05-03,Denmark,11,,0
2023-09-06,Finland,4,,0
2021-10-22,Austria,1,,1
2022-04-30,Sweden,12,,1
2022-03-08,Norway,4,,1
2022-07-15,Denmark,11,,1
2023-06-18,Finland,1,,1
2021-10-16,Austria,12,,1
2023-03-05,Netherlands,10,,1
2023-05-07,Austria,12,,1
2022-10-07,Austria,12,,1
2022-12-12,Austria,12,,1
2023-03-10,Germany,1,,1
2021-10-07,Italy,12,,1
2023-03-21,Spain,4,,1
2023-03-12,Sweden,7,,1
2023-10-20,Norway,12,,0
2023-04-05,Denmark,12,,1
2021-11-10,Finland,5,,1
2022-01-18,Austria,12,,1
2023-06-11,Sweden,3,,1
2022-08-31,Norway,12,,1
2023-06-18,Denmark,12,,0
2021-10-20,Finland,2,,1
2023-04-29,Austria,9,,1
2022-04-06,Netherlands,12,,1
2022-01-01,Austria,1,,1
2023-05-05,Austria,9,,1
2022-01-15,Austria,12,,1
2023-02-24,Germany,1,,1
2023-06-07,Italy,1,,0
2022-02-24,Spain,12,,1
2022-04-26,Sweden,12,,1
2022-12-02,Norway,1,,0
2023-06-06,Denmark,12,,0
2022-07-08,Finland,12,,1
2022-10-24,Austria,10,,0
2022-08-01,Sweden,12,,1
2022-01-12,Norway,12,,1
2022-09-01,Denmark,12,,1
2023-05-04,Finland,7,,1
2023-01-07,Austria,5,,0
2022-04-08,Netherlands,1,,1
2023-03-22,Austria,1,,1
2023-05-13,Austria,12,,1
2021-09-05,Austria,12,,1
2023-03-07,Germany,1,,1
2023-03-14,Italy,7,,0
2022-08-09,Spain,12,,1
2022-09-05,Sweden,10,,1
2022-08-20,Norway,12,,1
2023-06-16,Denmark,12,,1
2022-06-20,Finland,11,,0
2023-08-06,Austria,12,,0
2023-06-29,Sweden,4,,1
2023-07-18,Norway,8,,0
2023-07-23,Denmark,12,,1
2021-12-09,Finland,7,,0
2022-09-11,Austria,12,,0
2022-05-22,Netherlands,1,,1
2021-10-14,Austria,12,,1
2022-11-28,Austria,1,,1
2022-05-23,Austria,1,,1
2023-02-26,Germany,12,,0
2023-03-26,Italy,12,,1
2023-07-06,Spain,12,,0
2022-11-07,Sweden,7,,1
2022-09-21,Norway,12,,1
2023-02-03,Denmark,5,,0
2022-04-26,Finland,4,,1
2022-06-20,Austria,12,,0
2023-03-16,Sweden,12,,1
2023-08-11,Norway,9,,0
2021-12-03,Denmark,1,,1
2023-10-05,Finland,12,,0
2022-12-11,Austria,12,,1
2022-01-28,Netherlands,12,,1
2022-01-16,Austria,12,,1
2023-09-22,Austria,9,,1
2021-12-11,Austria,12,,0
2023-07-19,Germany,4,,0
2023-09-01,Italy,1,,1
2023-08-13,Spain,12,,1
2022-04-30,Sweden,12,,1
2023-05-28,Norway,5,,0
2022-01-28,Denmark,12,,0
2023-03-13,Finland,2,,1
2022-11-13,Austria,1,,1
2022-08-12,Sweden,1,,0
2021-11-22,Norway,11,,1
2022-03-09,Denmark,12,,1
2022-04-25,Finland,12,,1
2021-10-01,Austria,7,,1
2023-10-08,Netherlands,11,,1
2023-04-27,Austria,4,,0
2022-06-09,Austria,1,,1
2022-10-21,Austria,9,,1
2023-08-24,Germany,7,,0
2023-10-05,Italy,7,,1
2022-09-28,Spain,1,,1
2023-09-10,Sweden,12,,1
2022-06-16,Norway,12,,1
2022-02-15,Denmark,1,,1
2022-10-26,Finland,12,,0
2023-05-10,Austria,12,,1
2023-07-29,Sweden,12,,1
2022-07-02,Norway,4,,0
2023-06-24,Denmark,1,,1
2022-05-01,Finland,12,,1
2022-12-26,Austria,1,,1
2022-03-08,Netherlands,12,,1
2022-04-02,Austria,3,,1
2022-03-04,Austria,10,,1
2022-09-20,Austria,7,,1
2023-04-20,Germany,12,,1
2023-06-19,Italy,3,,0
2023-01-06,Spain,11,,1
2022-11-28,Sweden,12,,1
2023-08-11,Norway,7,,1
2023-04-25,Denmark,12,,1
2021-10-05,Finland,1,,0
2022-08-19,Austria,4,,1
2022-09-09,Sweden,12,,1
2021-10-20,Norway,12,,0
2023-10-11,Denmark,1,,1
2022-04-04,Finland,11,,1
2022-05-16,Austria,1,,1
2023-02-25,Netherlands,4,,0
2022-07-21,United Kingdom,12,,0
2021-11-21,France,7,,0
2021-12-02,Germany,12,,0
2021-12-29,Italy,12,,0
2022-06-13,Spain,12,,1
2021-10-22,Netherlands,1,,1
2023-01-31,Belgium,12,,1
2023-10-06,Switzerland,1,,1
2022-08-17,Sweden,1,,1
2023-07-04,Norway,11,,1
2021-12-04,Denmark,9,,1
2023-08-13,Finland,4,,0
2022-07-30,Austria,1,,1
2023-10-04,United Kingdom,2,,0
2022-06-14,France,3,,1
2021-12-08,Germany,10,,1
2022-09-21,Italy,1,,1
2023-05-09,Spain,7,,1
2023-05-19,Netherlands,1,,1
2022-11-09,Belgium,12,,1
2022-10-24,Switzerland,12,,0
2022-07-28,Sweden,12,,1
2023-04-13,Norway,1,,0
2022-03-05,Denmark,11,,1
2021-10-03,Finland,8,,1
2022-12-06,Austria,8,,0
2021-11-21,United Kingdom,7,,1
2023-10-04,France,1,,0
2021-10-11,Germany,1,,0
2023-06-19,Denmark,12,,1
2023-05-17,Finland,12,,0
2022-03-12,Austria,12,,0
2022-12-17,United Kingdom,7,,0
2022-10-19,France,1,,0
2021-09-06,Germany,12,,1
2022-09-19,Denmark,12,,1
2022-01-31,Finland,2,,1
2022-11-26,Austria,9,,1
2022-08-19,United Kingdom,7,,0
2021-09-10,France,1,,0
2022-03-18,Germany,12,,0
2023-07-24,France,12,,0
2021-10-01,Germany,7,,1
2023-09-19,Denmark,12,,1
2021-11-18,France,11,,0
2022-03-10,Germany,12,,1
2023-06-26,Denmark,12,,0
2022-02-08,United Kingdom,7,,1
2023-09-08,France,5,,1
2023-10-25,United Kingdom,5,,1
2022-04-16,France,12,,0
2022-06-06,Finland,4,,1
2022-02-09,Austria,9,,0
2023-08-18,United Kingdom,1,,1
2023-03-22,United Kingdom,12,,1
2022-02-12,France,12,,0
2023-08-24,Germany,8,,1
2022-09-01,Italy,4,,0
2023-09-18,Spain,12,,0
2022-09-27,Netherlands,12,,1
2023-07-14,Belgium,12,,0
2023-06-13,Switzerland,12,,0
2021-12-18,Sweden,4,,1
2023-02-12,Norway,12,,1
2022-12-09,Denmark,9,,0
2022-05-13,Finland,1,,0
2021-10-26,Austria,9,,1
2022-02-28,United Kingdom,12,,1
2023-06-13,France,12,,1
2022-08-11,Germany,11,,1
2021-11-26,Italy,12,,1
2022-07-18,Spain,12,,0
2023-05-05,Netherlands,12,,1
2023-04-12,Belgium,7,,1
2021-09-07,Switzerland,12,,1
2022-01-15,Sweden,11,,1
2022-05-13,Norway,12,,1
2023-02-07,Denmark,9,,0
2022-05-03,Finland,4,,1
2022-09-04,Austria,12,,1
2022-09-05,United Kingdom,7,,1
2021-10-14,France,12,,1
2022-01-18,Germany,12,,1
2023-03-07,Denmark,1,,1
2023-09-29,Finland,7,,1
2023-03-19,Austria,12,,1
2023-01-07,United Kingdom,12,,0
2023-05-13,France,10,,0
2022-05-11,Germany,4,,1
2023-03-21,Denmark,1,,0
2022-11-13,Finland,1,,1
2021-09-26,Austria,12,,1
2022-08-12,United Kingdom,4,,1
2021-12-10,France,12,,1
2023-05-24,Germany,12,,0
2022-08-25,France,9,,1
2021-10-11,Germany,1,,1
2023-01-14,Denmark,12,,1
2022-01-17,France,1,,1
2022-03-17,Germany,12,,1
2022-10-23,Denmark,8,,1
2023-02-17,United Kingdom,9,,1
2023-02-03,France,12,,1
2022-10-30,United Kingdom,12,,0
2022-03-05,France,12,,1
2023-10-06,Finland,7,,1
2023-04-10,Austria,12,,1
2023-02-11,United Kingdom,1,,1
2023-07-26,United Kingdom,12,,1
2022-06-08,France,11,,1
2022-09-08,Germany,5,,1
2023-03-08,Italy,12,,1
2022-09-04,Spain,12,,0
2022-03-02,Netherlands,1,,1
2022-11-20,Belgium,1,,0
2022-08-15,Switzerland,12,,1
2022-08-22,Sweden,9,,0
2023-02-05,Norway,12,,1
2023-09-16,Denmark,12,,1
2023-04-12,Finland,12,,1
2022-07-05,Austria,9,,1
2022-08-24,United Kingdom,7,,1
2023-02-20,France,10,,1
2023-02-25,Germany,4,,0
2023-06-16,Italy,12,,0
2022-01-21,Spain,1,,1
2022-12-02,Netherlands,3,,1
2022-12-15,Belgium,7,,1
2022-11-04,Switzerland,9,,0
2022-11-13,Sweden,1,,1
2022-02-26,Norway,1,,0
2022-09-02,Denmark,9,,0
2023-05-30,Finland,12,,1
2023-08-13,Austria,1,,0
2023-09-29,United Kingdom,12,,1
2022-02-09,France,7,,0
2022-09-08,Germany,1,,1
2022-08-12,Denmark,4,,1
2022-10-21,Finland,8,,1
2022-06-14,Austria,8,,0
2022-05-02,United Kingdom,12,,1
2022-04-23,France,4,,1
2022-06-02,Germany,12,,1
2021-12-04,Denmark,1,,0
2022-01-04,Finland,7,,1
2022-09-22,Austria,12,,0
2022-11-22,United Kingdom,9,,1
2022-04-21,France,12,,1
2023-10-06,Germany,12,,1
2022-03-02,France,5,,1
2022-10-16,Germany,9,,1
2022-12-04,Denmark,6,,0
2022-10-12,France,7,,0
2022-10-31,Germany,4,,1
2022-12-10,Denmark,1,,1
2022-09-22,United Kingdom,12,,1
2023-06-12,France,12,,1
2022-05-14,United Kingdom,1,,1
2023-09-23,France,7,,1
2022-04-28,Finland,12,,0
2021-10-24,Austria,12,,1
2022-08-24,United Kingdom,12,,1
2021-09-17,Finland,11,,1
2021-09-18,Austria,11,,1
2022-10-31,United Kingdom,12,,1
2022-08-08,Finland,12,,1
2023-04-09,Austria,1,,1
2022-09-24,United Kingdom,11,,1
2022-07-18,Finland,1,,1
2022-02-07,Austria,12,,1
2022-01-02,United Kingdom,12,,1
2023-02-17,Finland,4,,0
2022-11-14,Austria,1,,1
2022-02-02,United Kingdom,9,,1
2022-10-07,Finland,9,,0
2023-09-30,Austria,12,,1
2022-08-30,United Kingdom,4,,0
2022-02-27,Finland,12,,0
2021-09-29,Austria,7,,1
2022-12-01,United Kingdom,12,,1
2022-03-06,Finland,4,,1
2022-07-19,Austria,1,,1
2022-02-01,United Kingdom,12,,1
2022-12-10,Finland,12,,1
2023-08-06,Austria,7,,1
2022-03-20,United Kingdom,12,,0
2022-05-31,Finland,11,,1
2023-08-11,Austria,12,,1
2021-10-14,United Kingdom,2,,0
2023-02-08,Finland,1,,0
2021-11-15,Austria,12,,1
2022-08-03,United Kingdom,12,,1
2023-02-15,Finland,4,,1
2023-07-31,Austria,12,,1
2023-06-27,United Kingdom,3,,1
2022-06-05,Finland,11,,1
2023-07-15,Austria,12,,1
2023-11-02,United Kingdom,11,,0
2023-05-28,Finland,1,,0
2021-11-09,Austria,7,,1
2022-01-08,United Kingdom,12,,0
2023-10-28,Finland,7,,1
2023-10-31,Austria,5,,0
2023-09-11,United Kingdom,3,,1
2021-12-02,Finland,12,,1
2023-05-13,Austria,12,,0
2022-05-14,United Kingdom,12,,0
2022-04-30,Finland,12,,1
2022-12-11,Austria,5,,1
2021-09-29,United Kingdom,1,,0
2023-08-24,Finland,12,,0
2022-11-01,Austria,12,,0
2022-11-16,United Kingdom,1,,1
2021-09-16,Finland,12,,1
2021-09-14,Austria,12,,1
2023-08-16,United Kingdom,4,,0
2022-05-15,Finland,1,,1
2022-08-31,Austria,12,,1
2023-04-22,United Kingdom,4,,1
2023-04-21,Finland,4,,1
2023-01-21,Austria,12,,1
2023-02-06,United Kingdom,1,,1
2022-11-28,Finland,1,,1
2023-09-25,Austria,4,,1
2022-04-10,United Kingdom,7,,0
2023-10-13,Finland,4,,0
2021-10-12,Austria,12,,0
2023-03-20,United Kingdom,9,,0
2022-11-03,Finland,1,,1
2023-01-03,Austria,1,,1
2023-08-14,United Kingdom,12,,1
2021-09-03,Finland,5,,1
2022-07-07,Austria,5,,0
2022-10-11,United Kingdom,1,,0
2022-03-19,Finland,4,,1
2021-12-20,Austria,9,,1
2023-08-28,United Kingdom,12,,0
2022-09-25,Finland,12,,1
2023-08-27,Austria,3,,1
2022-04-27,United Kingdom,12,,1
2022-10-19,Finland,12,,1
2021-11-11,Austria,4,,1
2023-01-26,United Kingdom,12,,0
2022-11-17,Finland,9,,0
2023-02-28,Austria,12,,0
2021-10-04,United Kingdom,7,,0
2022-01-12,Finland,12,,0
2022-10-12,Austria,12,,0
2023-09-10,United Kingdom,1,,0
2021-10-03,Finland,12,,1
